,ds,yhat,yhat_lower,yhat_upper,y,cutoff
12594,1997-03-28,77.57307087313328,48.74366088249497,106.58620017752268,73.2,1997-03-26
12595,1997-03-29,77.73172761527013,47.94063000845295,108.1910903624796,75.3,1997-03-26
12596,1997-03-30,77.85804350578329,47.35799005599129,108.06126612678077,74.0,1997-03-26
12597,1997-03-31,77.87622116620349,47.35697682809252,108.29463561395923,74.7,1997-03-26
12598,1997-04-01,77.74441649773473,45.70237393626199,109.22480024014673,76.3,1997-03-26
12599,1997-04-02,77.48148613554802,44.31642267325074,107.57309046982931,80.5,1997-03-26
12600,1997-04-03,77.39071854152871,45.663969928526875,107.12692134850423,78.8,1997-04-02
12601,1997-04-04,76.92784267832118,47.125159063236154,107.61592164332822,78.5,1997-04-02
12602,1997-04-05,76.34426992054257,46.42049835879598,107.87494078317526,80.2,1997-04-02
12603,1997-04-06,75.66862458542359,45.864069596228724,106.7602076468663,78.1,1997-04-02
12604,1997-04-07,75.01308283273518,43.94643133452645,107.25143572081814,76.8,1997-04-02
12605,1997-04-08,74.52304980001703,44.26793382173036,103.22944643155111,76.1,1997-04-02
12606,1997-04-09,74.28404003346499,42.52168916611361,105.27674855742688,78.1,1997-04-02
12607,1997-04-10,74.16627805868082,43.51639063381211,104.25466130277793,77.6,1997-04-09
12608,1997-04-11,74.29032653407174,43.260033871698305,106.60583494919629,77.1,1997-04-09
12609,1997-04-12,74.45401426304184,42.810639698791874,103.82120432571247,76.4,1997-04-09
12610,1997-04-13,74.59992371296887,45.19890594083487,104.58700757564428,78.8,1997-04-09
12611,1997-04-14,74.70460357302805,43.991959516897616,104.93888853499809,77.4,1997-04-09
12612,1997-04-15,74.77124939432034,42.55232450163955,105.1232256195003,78.7,1997-04-09
12613,1997-04-16,74.84418490714313,45.288979056387504,106.15946648688654,75.0,1997-04-09
12614,1997-04-17,75.21955204777807,44.43110999273407,106.69023560495664,71.7,1997-04-16
12615,1997-04-18,75.57678995231176,45.87116100681094,106.40768733672388,70.1,1997-04-16
12616,1997-04-19,76.13186795124881,45.162956249751026,108.20747943751891,69.9,1997-04-16
12617,1997-04-20,76.77557305292727,45.06605936416904,108.94549920094072,69.7,1997-04-16
12618,1997-04-21,77.34227873139999,47.20467612489137,108.30886843164032,70.1,1997-04-16
12619,1997-04-22,77.7272276517726,46.752419119202514,108.91669087069927,70.7,1997-04-16
12620,1997-04-23,77.950543646604,47.05129031401089,106.94978166029838,68.9,1997-04-16
12621,1997-04-24,78.04762370436357,48.90749620233847,106.56983086823803,69.8,1997-04-23
